cve_id,published_date,last_modified_date,description,cvss_score,cvss_severity,cwe_id,source
CVE-2026-3730,2026-03-08T11:15:50.087,2026-06-17T10:44:05.717,A security flaw has been discovered in itsourcecode Free Hotel Reservation System 1.0. The affected element is an unknown function of the file /hotel/admin/mod_amenities/index.php?view=edit. Performing a manipulation of the argument amen_id/rmtype_id results in sql injection. The attack is possible to be carried out remotely. The exploit has been released to the public and may be used for attacks.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3735,2026-03-08T13:16:01.057,2026-06-17T10:44:06.387,A vulnerability has been found in code-projects Simple Flight Ticket Booking System 1.0. Affected by this vulnerability is an unknown functionality of the file SearchResultOneway.php. Such manipulation of the argument from leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3736,2026-03-08T13:16:01.277,2026-06-17T10:44:06.520,A vulnerability was found in code-projects Simple Flight Ticket Booking System 1.0. Affected by this issue is some unknown functionality of the file SearchResultRoundtrip.php. Performing a manipulation of the argument from results in sql injection. The attack may be initiated remotely. The exploit has been made public and could be used.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3740,2026-03-08T15:15:48.360,2026-06-17T10:44:07.060,A weakness has been identified in itsourcecode University Management System 1.0. Impacted is an unknown function of the file /admin_search_student.php. This manipulation of the argument admin_search_student causes sql injection. The attack is possible to be carried out remotely. The exploit has been made available to the public and could be used for attacks.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3744,2026-03-08T15:15:49.190,2026-06-17T10:44:07.630,A vulnerability has been found in code-projects Student Web Portal 1.0. This impacts the function valreg_passwdation of the file signup.php. The manipulation of the argument reg_passwd leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3746,2026-03-08T16:16:01.600,2026-06-17T10:44:07.903,A vulnerability was determined in SourceCodester Simple Responsive Tourism Website 1.0. Affected by this vulnerability is an unknown functionality of the file /tourism/classes/Login.php?f=login of the component Login. This manipulation of the argument Username causes sql injection. The attack may be initiated remotely. The exploit has been publicly disclosed and may be utilized.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3747,2026-03-08T16:16:01.810,2026-06-17T10:44:08.040,A vulnerability was identified in itsourcecode University Management System 1.0. Affected by this issue is some unknown functionality of the file /add_result.php. Such manipulation of the argument subject leads to sql injection. The attack may be launched remotely. The exploit is publicly available and might be used.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3757,2026-03-08T19:16:00.500,2026-06-17T10:44:09.407,A security flaw has been discovered in projectworlds Online Art Gallery Shop 1.0. Affected by this vulnerability is an unknown functionality of the file /?pass=1. The manipulation of the argument fnm results in sql injection. The attack may be launched remotely. The exploit has been released to the public and may be used for attacks.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3758,2026-03-08T19:16:00.753,2026-06-17T10:44:09.540,A weakness has been identified in projectworlds Online Art Gallery Shop 1.0. Affected by this issue is some unknown functionality of the file /admin/adminHome.php. This manipulation of the argument Info causes sql injection. Remote exploitation of the attack is possible. The exploit has been made available to the public and could be used for attacks.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3759,2026-03-08T19:16:00.963,2026-06-17T10:44:09.683,A security vulnerability has been detected in projectworlds Online Art Gallery Shop 1.0. This affects an unknown part of the file /admin/adminHome.php. Such manipulation of the argument reach_nm leads to sql injection. The attack can be executed remotely. The exploit has been disclosed publicly and may be used.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3760,2026-03-08T19:16:01.177,2026-06-17T10:44:09.817,A vulnerability was detected in itsourcecode University Management System 1.0. This vulnerability affects unknown code of the file /view_result.php. Performing a manipulation of the argument seme results in sql injection. The attack is possible to be carried out remotely. The exploit is now public and may be used.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3762,2026-03-08T19:16:01.593,2026-06-17T10:44:10.093,A vulnerability has been found in SourceCodester Client Database Management System 1.0/3.1. Impacted is an unknown function of the file /superadmin_delete_manager.php of the component Endpoint. The manipulation of the argument manager_id leads to improper authorization. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.,7.3,HIGH,CWE-266;CWE-285,cna@vuldb.com
CVE-2026-3765,2026-03-08T20:15:49.640,2026-06-17T10:44:10.500,A vulnerability was identified in itsourcecode University Management System 1.0. This affects an unknown function of the file /att_single_view.php. Such manipulation of the argument dt leads to sql injection. The attack can be launched remotely. The exploit is publicly available and might be used.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3794,2026-03-09T03:15:49.293,2026-06-17T10:44:14.310,A vulnerability was identified in doramart DoraCMS 3.0.x. This issue affects some unknown processing of the file /api/v1/mail/send of the component Email API. Such manipulation leads to improper authentication. It is possible to launch the attack remotely. The exploit is publicly available and might be used. The vendor was contacted early about this disclosure but did not respond in any way.,7.3,HIGH,CWE-287,cna@vuldb.com
CVE-2026-3795,2026-03-09T03:15:49.490,2026-06-17T10:44:14.447,A security flaw has been discovered in doramart DoraCMS 3.0.x. Impacted is the function createFileBypath of the file /DoraCMS/server/app/router/api/v1.js. Performing a manipulation results in path traversal. The attack can be initiated remotely. The exploit has been released to the public and may be used for attacks. The vendor was contacted early about this disclosure but did not respond in any way.,6.3,MEDIUM,CWE-22,cna@vuldb.com
CVE-2026-3823,2026-03-09T07:16:04.420,2026-06-17T10:44:18.110,"EHG2408 series switch developed by Atop Technologies has a Stack-based Buffer Overflow vulnerability, allowing unauthenticated remote attackers to control the program's execution flow and execute arbitrary code.",8.8,HIGH,CWE-121;CWE-787,twcert@cert.org.tw
CVE-2026-24015,2026-03-09T09:16:02.757,2026-06-17T10:22:28.527,"A vulnerability in Apache IoTDB.  This issue affects Apache IoTDB: from 1.0.0 before 1.3.7, from 2.0.0 before 2.0.7.  Users are recommended to upgrade to version 1.3.7 or 2.0.7, which fixes the issue.",9.8,CRITICAL,CWE-1327,security@apache.org
CVE-2026-24713,2026-03-09T09:16:02.933,2026-06-17T10:23:28.180,"Improper Input Validation vulnerability in Apache IoTDB.  This issue affects Apache IoTDB: from 1.0.0 before 1.3.7, from 2.0.0 before 2.0.7.  Users are recommended to upgrade to version 1.3.7 or 2.0.7, which fixes the issue.",9.8,CRITICAL,CWE-20;CWE-917,security@apache.org
CVE-2025-40639,2026-03-09T10:16:01.017,2026-06-17T09:21:52.393,"A SQL injection vulnerability has been found in Eventobot. This vulnerability allows an attacker to retrieve, create, update and delete databases through the 'promo_send' parameter in the '/assets/php/calculate_discount.php'.",9.8,CRITICAL,CWE-89,cve-coordination@incibe.es
CVE-2026-3813,2026-03-09T10:16:03.110,2026-06-17T10:44:16.900,"A vulnerability was identified in opencc JFlow up to 5badc00db382d7cb82dad231e6a866b18e0addfe. Affected by this vulnerability is the function Calculate of the file src/main/java/bp/wf/httphandler/WF_CCForm.java. Such manipulation leads to injection. The attack may be performed from remote. The exploit is publicly available and might be used. This product utilizes a rolling release system for continuous delivery, and as such, version information for affected or updated releases is not disclosed. The project was informed of the problem early through an issue report but has not responded yet.",6.3,MEDIUM,CWE-707;CWE-74;CWE-77,cna@vuldb.com
CVE-2026-3818,2026-03-09T12:16:12.393,2026-06-17T10:44:17.613,A flaw has been found in Tiandy Easy7 CMS Windows 7.17.0. Impacted is an unknown function of the file /Easy7/apps/WebService/GetDBData.jsp. This manipulation of the argument strTBName causes sql injection. The attack may be initiated remotely. The exploit has been published and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-25737,2026-03-09T21:16:15.340,2026-06-17T10:25:08.383,"Budibase is a low code platform for creating internal tools, workflows, and admin panels. In 3.24.0 and earlier, an arbitrary file upload vulnerability exists even though file extension restrictions are configured. The restriction is enforced only at the UI level. An attacker can bypass these restrictions and upload malicious files.",8.9,HIGH,CWE-602;CWE-79;CWE-918,security-advisories@github.com
CVE-2026-25960,2026-03-09T21:16:15.537,2026-06-17T10:25:29.793,"vLLM is an inference and serving engine for large language models (LLMs). The SSRF protection fix for CVE-2026-24779 add in 0.15.1 can be bypassed in the load_from_url_async method due to inconsistent URL parsing behavior between the validation layer and the actual HTTP client. The SSRF fix uses urllib3.util.parse_url() to validate and extract the hostname from user-provided URLs. However, load_from_url_async uses aiohttp for making the actual HTTP requests, and aiohttp internally uses the yarl library for URL parsing. This vulnerability in 0.17.0.",7.1,HIGH,CWE-918,security-advisories@github.com
CVE-2026-30869,2026-03-10T17:40:14.380,2026-06-17T10:33:03.697,"SiYuan is a personal knowledge management system. Prior to 3.5.10, a path traversal vulnerability in the /export endpoint allows an attacker to read arbitrary files from the server filesystem. By exploiting double‑encoded traversal sequences, an attacker can access sensitive files such as conf/conf.json, which contains secrets including the API token, cookie signing key, and workspace access authentication code. Leaking these secrets may enable administrative access to the SiYuan kernel API, and in certain deployment scenarios could potentially be chained into remote code execution (RCE). This vulnerability is fixed in 3.5.10.",9.3,CRITICAL,CWE-22,security-advisories@github.com
CVE-2026-26105,2026-03-10T18:18:38.473,2026-06-17T10:25:43.700,Improper neutralization of input during web page generation ('cross-site scripting') in Microsoft Office SharePoint allows an unauthorized attacker to perform spoofing over a network.,8.1,HIGH,CWE-79,secure@microsoft.com
CVE-2026-30930,2026-03-10T18:18:52.837,2026-06-17T10:33:10.250,"Glances is an open-source system cross-platform monitoring tool. Prior to 4.5.1, The TimescaleDB export module constructs SQL queries using string concatenation with unsanitized system monitoring data. The normalize() method wraps string values in single quotes but does not escape embedded single quotes, making SQL injection trivial via attacker-controlled data such as process names, filesystem mount points, network interface names, or container names. This vulnerability is fixed in 4.5.1.",9.8,CRITICAL,CWE-89,security-advisories@github.com
CVE-2026-30968,2026-03-10T18:18:55.593,2026-06-17T10:33:14.647,"Coral Server is open collaboration infrastructure that enables communication, coordination, trust and payments for The Internet of Agents. Prior to 1.1.0, the SSE endpoint (/sse/v1/...) in Coral Server did not strongly validate that a connecting agent was a legitimate participant in the session. This could theoretically allow unauthorized message injection or observation. This vulnerability is fixed in 1.1.0.",9.8,CRITICAL,CWE-862,security-advisories@github.com
CVE-2026-30969,2026-03-10T18:18:55.760,2026-06-17T10:33:14.760,"Coral Server is open collaboration infrastructure that enables communication, coordination, trust and payments for The Internet of Agents. Prior to 1.1.0, Coral Server did not enforce strong authentication between agents and the server within an active session. This could allow an attacker who obtained or predicted a session identifier to impersonate an agent or join an existing session. This vulnerability is fixed in 1.1.0.",9.1,CRITICAL,CWE-639,security-advisories@github.com
CVE-2026-30970,2026-03-10T18:18:55.913,2026-06-17T10:33:14.880,"Coral Server is open collaboration infrastructure that enables communication, coordination, trust and payments for The Internet of Agents. Prior to 1.1.0, Coral Server allowed the creation of agent sessions through the /api/v1/sessions endpoint without strong authentication. This endpoint performs resource-intensive initialization operations including container spawning and memory context creation. An attacker capable of accessing the endpoint could create sessions or consume system resources without proper authorization. This vulnerability is fixed in 1.1.0.",9.1,CRITICAL,CWE-862,security-advisories@github.com
CVE-2026-29792,2026-03-10T20:16:39.283,2026-06-17T10:29:53.763,"Feathersjs is a framework for creating web APIs and real-time applications with TypeScript or JavaScript. From 5.0.0 to before 5.0.42, an unauthenticated attacker can send a crafted GET request directly to /oauth/:provider/callback with a forged profile in the query string. The OAuth service's authentication payload has a fallback chain that reaches params.query (the raw request query) when Grant's session/state responses are empty. Since the attacker never initiated an OAuth authorize flow, Grant has no session to work with and produces no response, so the fallback fires. The forged profile then drives entity lookup and JWT minting. The attacker gets a valid access token for an existing user without ever contacting the OAuth provider. This vulnerability is fixed in 5.0.42.",9.8,CRITICAL,CWE-287,security-advisories@github.com
CVE-2026-29793,2026-03-10T20:16:39.437,2026-06-17T10:29:53.880,"Feathersjs is a framework for creating web APIs and real-time applications with TypeScript or JavaScript.  From 5.0.0 to before 5.0.42, Socket.IO clients can send arbitrary JavaScript objects as the id argument to any service method (get, patch, update, remove). The transport layer performs no type checking on this argument. When the service uses the MongoDB adapter, these objects pass through getObjectId() and land directly in the MongoDB query as operators. Sending {$ne: null} as the id matches every document in the collection. This vulnerability is fixed in 5.0.42.",9.8,CRITICAL,CWE-943,security-advisories@github.com
CVE-2026-30965,2026-03-10T21:16:48.820,2026-06-17T10:33:14.297,"Parse Server is an open source backend that can be deployed to any infrastructure that can run Node.js. Prior to 9.5.2-alpha.8 and 8.6.21, a vulnerability in Parse Server's query handling allows an authenticated or unauthenticated attacker to exfiltrate session tokens of other users by exploiting the redirectClassNameForKey query parameter. Exfiltrated session tokens can be used to take over user accounts. The vulnerability requires the attacker to be able to create or update an object with a new relation field, which depends on the Class-Level Permissions of at least one class. This vulnerability is fixed in 9.5.2-alpha.8 and 8.6.21.",9.1,CRITICAL,CWE-863,security-advisories@github.com
CVE-2026-31800,2026-03-10T21:16:49.683,2026-06-17T10:34:29.260,"Parse Server is an open source backend that can be deployed to any infrastructure that can run Node.js. Prior to 9.5.2-alpha.12 and 8.6.25, the _GraphQLConfig and _Audience internal classes can be read, modified, and deleted via the generic /classes/_GraphQLConfig and /classes/_Audience REST API routes without master key authentication. This bypasses the master key enforcement that exists on the dedicated /graphql-config and /push_audiences endpoints. An attacker can read, modify and delete GraphQL configuration and push audience data. This vulnerability is fixed in 9.5.2-alpha.12 and 8.6.25.",9.1,CRITICAL,CWE-862,security-advisories@github.com
CVE-2026-29515,2026-03-11T04:17:37.213,2026-06-17T10:29:47.967,"MiCode FileExplorer contains an authentication bypass vulnerability in the embedded SwiFTP FTP server component that allows network attackers to log in without valid credentials. Attackers can send arbitrary username and password combinations to the PASS command handler, which unconditionally grants access and allows listing, reading, writing, and deleting files exposed by the FTP server. The MiCode/Explorer open source project has reached end-of-life status.",9.8,CRITICAL,CWE-303;CWE-862,disclosure@vulncheck.com
CVE-2023-27573,2026-03-11T06:17:11.933,2026-06-17T05:45:29.837,"netbox-docker before 2.5.0 has a superuser account with default credentials (admin password for the admin account, and 0123456789abcdef0123456789abcdef01234567 value for SUPERUSER_API_TOKEN). In practice on the public Internet, almost all users changed the password but only about 90% changed the token. Having a default token value was intentional and was valuable for the main intended use case of the netbox-docker product (isolated development networks). Some users engaged in an effort to repurpose netbox-docker for production. The documentation for this effort stated that the defaults must not be used. However, installation did not ensure non-default values. The Supplier was aware of the CVE ID assignment and did not object to the assignment.",9.0,CRITICAL,CWE-1392;CWE-798,cve@mitre.org
CVE-2026-3944,2026-03-11T13:16:12.537,2026-06-17T10:44:29.413,A vulnerability was determined in itsourcecode University Management System 1.0. This vulnerability affects unknown code of the file /att_add.php. This manipulation of the argument Name causes sql injection. The attack may be initiated remotely. The exploit has been publicly disclosed and may be utilized.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-30903,2026-03-11T15:16:30.247,2026-06-17T10:33:07.377,External Control of File Name or Path in the Mail feature of Zoom Workplace for Windows before 6.6.0 may allow an unauthenticated user to conduct an escalation of privilege via network access.,9.6,CRITICAL,CWE-610;CWE-73,security@zoom.us
CVE-2026-1524,2026-03-11T17:16:54.477,2026-06-17T10:15:59.797,"An edgecase in SSO implementation in Neo4j Enterprise edition versions prior to version 2026.02 can lead to unauthorised access under the following conditions:   If a neo4j admin configures two or more OIDC providers AND configures one or more of them to be an authorization provider AND configures one or more of them to be authentication-only, then those that are authentication-only will also provide authorization. This edgecase becomes a security problem only if the authentication-only provider contains groups which have higher privileges than provided by the intended (configured) authorization provider.    When using multiple plugins for authentication and authorisation, prior to the fix the issue could lead to a plugin configured to provide only authentication or authorisation capabilities erroneously providing both capabilities.   We recommend upgrading to versions 2026.02 (or 5.26.22) where the issue is fixed.",9.8,CRITICAL,CWE-287;CWE-863,3b236295-4ccd-4a1f-a1c1-a72eecc8d7b6
CVE-2026-31840,2026-03-11T17:16:58.447,2026-06-17T10:34:33.427,"Parse Server is an open source backend that can be deployed to any infrastructure that can run Node.js. Prior to 9.6.0-alpha.2 and 8.6.28, an attacker can use a dot-notation field name in combination with the sort query parameter to inject SQL into the PostgreSQL database through an improper escaping of sub-field values in dot-notation queries. The vulnerability may also affect queries that use dot-notation field names with the distinct and where query parameters. This vulnerability only affects deployments using a PostgreSQL database. This vulnerability is fixed in 9.6.0-alpha.2 and 8.6.28.",9.8,CRITICAL,CWE-89,security-advisories@github.com
CVE-2026-31852,2026-03-11T17:16:58.600,2026-06-17T10:34:38.123,"Jellyfin is an open-source media system. The code-quality.yml GitHub Actions workflow in jellyfin/jellyfin-ios is vulnerable to arbitrary code execution via pull requests from forked repositories. Due to the workflow's elevated permissions (nearly all write permissions), this vulnerability enables full repository takeover of jellyfin/jellyfin-ios, exfiltration of highly privileged secrets, Apple App Store supply chain attack, GitHub Container Registry (ghcr.io) package poisoning, and full jellyfin organization compromise via cross-repository token usage. Note: This is not a code vulnerability, but a vulnerability in the GitHub Actions workflows. No new version is required for this GHSA and end users do not need to take any actions.",10.0,CRITICAL,CWE-269,security-advisories@github.com
CVE-2026-31856,2026-03-11T18:16:24.170,2026-06-17T10:34:38.473,"Parse Server is an open source backend that can be deployed to any infrastructure that can run Node.js. A SQL injection vulnerability exists in the PostgreSQL storage adapter when processing Increment operations on nested object fields using dot notation (e.g., stats.counter). The amount value is interpolated directly into the SQL query without parameterization or type validation. An attacker who can send write requests to the Parse Server REST API can inject arbitrary SQL subqueries to read any data from the database, bypassing CLPs and ACLs. MongoDB deployments are not affected. This vulnerability is fixed in 9.6.0-alpha.3 and 8.6.29.",9.8,CRITICAL,CWE-89,security-advisories@github.com
CVE-2026-31871,2026-03-11T18:16:26.663,2026-06-17T10:34:40.250,"Parse Server is an open source backend that can be deployed to any infrastructure that can run Node.js. Prior to 9.6.0-alpha.5 and 8.6.31, a SQL injection vulnerability exists in the PostgreSQL storage adapter when processing Increment operations on nested object fields using dot notation (e.g., stats.counter). The sub-key name is interpolated directly into SQL string literals without escaping. An attacker who can send write requests to the Parse Server REST API can inject arbitrary SQL via a crafted sub-key name containing single quotes, potentially executing commands or reading data from the database, bypassing CLPs and ACLs. Only Postgres deployments are affected. This vulnerability is fixed in 9.6.0-alpha.5 and 8.6.31.",9.8,CRITICAL,CWE-89,security-advisories@github.com
CVE-2026-31975,2026-03-11T18:16:27.177,2026-06-17T10:34:52.493,"Cloud CLI (aka Claude Code UI) is a desktop and mobile UI for Claude Code, Cursor CLI, Codex, and Gemini-CLI. Prior to 1.25.0, OS Command Injection via WebSocket Shell. Both projectPath and initialCommand in server/index.js are taken directly from the WebSocket message payload and interpolated into a bash command string without any sanitization, enabling arbitrary OS command execution. A secondary injection vector exists via unsanitized sessionId. This vulnerability is fixed in 1.25.0.",9.8,CRITICAL,CWE-78,security-advisories@github.com
CVE-2026-31877,2026-03-11T19:16:04.300,2026-06-17T10:34:40.940,"Frappe is a full-stack web application framework. Prior to 15.84.0 and 14.99.0, a specially crafted request made to a certain endpoint could result in SQL injection, allowing an attacker to extract information they wouldn't otherwise be able to. This vulnerability is fixed in 15.84.0 and 14.99.0.",9.8,CRITICAL,CWE-89,security-advisories@github.com
CVE-2026-31881,2026-03-11T19:16:04.787,2026-06-17T10:34:41.287,"Runtipi is a personal homeserver orchestrator. Prior to 4.8.0, an unauthenticated attacker can reset the operator (admin) password when a password-reset request is active, resulting in full account takeover. The endpoint POST /api/auth/reset-password is exposed without authentication/authorization checks. During the 15-minute reset window, any remote user can set a new operator password and log in as admin. This vulnerability is fixed in 4.8.0.",7.7,HIGH,CWE-306,security-advisories@github.com
CVE-2026-27703,2026-03-11T20:16:14.990,2026-06-17T10:27:32.773,"RIOT is an open-source microcontroller operating system, designed to match the requirements of Internet of Things (IoT) devices and other embedded devices. In 2026.01 and earlier, the default handler for the well_known_core resource coap_well_known_core_default_handler writes user-provided option data and other data into a fixed size buffer without validating the buffer is large enough to contain the response. This vulnerability allows an attacker to corrupt neighboring stack location, including security-sensitive addresses like the return address, leading to denial of service or arbitrary code execution.",7.5,HIGH,CWE-787,security-advisories@github.com
CVE-2026-31900,2026-03-11T20:16:15.960,2026-06-17T10:34:43.470,"Black is the uncompromising Python code formatter. Black provides a GitHub action for formatting code. This action supports an option, use_pyproject: true, for reading the version of Black to use from the repository pyproject.toml. A malicious pull request could edit pyproject.toml to use a direct URL reference to a malicious repository. This could lead to arbitrary code execution in the context of the GitHub Action. Attackers could then gain access to secrets or permissions available in the context of the action. Version 26.3.0 fixes this vulnerability.",9.8,CRITICAL,CWE-20,security-advisories@github.com
CVE-2026-31976,2026-03-11T20:16:17.440,2026-06-17T10:34:52.610,"xygeni-action is the GitHub Action for Xygeni Scanner. On March 3, 2026, an attacker with access to compromised credentials created a series of pull requests (#46, #47, #48) injecting obfuscated shell code into action.yml. The PRs were blocked by branch protection rules and never merged into the main branch. However, the attacker used the compromised GitHub App credentials to move the mutable v5 tag to point at the malicious commit (4bf1d4e19ad81a3e8d4063755ae0f482dd3baf12) from one of the unmerged PRs. This commit remained in the repository's git object store, and any workflow referencing @v5 would fetch and execute it. This is a supply chain compromise via tag poisoning. Any GitHub Actions workflow referencing xygeni/xygeni-action@v5 during the affected window (approximately March 3–10, 2026) executed a C2 implant that granted the attacker arbitrary command execution on the CI runner for up to 180 seconds per workflow run.",9.8,CRITICAL,CWE-506,security-advisories@github.com
CVE-2026-32118,2026-03-11T21:16:17.630,2026-06-17T10:35:10.067,"OpenEMR is a free and open source electronic health records and medical practice management application. Prior to 8.0.0.1, stored cross-site scripting (XSS) in the Graphical Pain Map (""clickmap"") form allows any authenticated clinician to inject arbitrary JavaScript that executes in the browser of every subsequent user who views the affected encounter form. Because session cookies are not marked HttpOnly, this enables full session hijacking of other users, including administrators. This vulnerability is fixed in 8.0.0.1.",5.4,MEDIUM,CWE-79,security-advisories@github.com
CVE-2026-32133,2026-03-11T22:16:33.273,2026-06-17T10:35:11.697,"2FAuth is a web app to manage Two-Factor Authentication (2FA) accounts and generate their security codes. Prior to 6.1.0, a blind SSRF vulnerability exists in 2FAuth that allows authenticated users to make arbitrary HTTP requests from the server to internal networks and cloud metadata endpoints. The image parameter in OTP URL is not properly validated for internal / private IP addresses before making HTTP requests. While the previous fix added response validation to ensure only valid images are stored but HTTP request is still made to arbitrary URLs before this validation occurs. This vulnerability is fixed in 6.1.0.",9.1,CRITICAL,CWE-918,security-advisories@github.com
CVE-2025-59388,2026-03-12T02:15:58.223,2026-06-17T09:46:04.467,A use of hard-coded password vulnerability has been reported to affect Hyper Data Protector. The remote attackers can then exploit the vulnerability to gain unauthorized access.  We have already fixed the vulnerability in the following version: Hyper Data Protector 2.3.1.455 and later,9.8,CRITICAL,CWE-259,security@qnapsecurity.com.tw
CVE-2026-3980,2026-03-12T05:16:13.610,2026-06-17T10:44:33.650,A vulnerability has been found in itsourcecode Online Doctor Appointment System 1.0. This impacts an unknown function of the file /admin/patient_action.php. Such manipulation of the argument patient_id leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-3981,2026-03-12T05:16:14.520,2026-06-17T10:44:33.783,A vulnerability was found in itsourcecode Online Doctor Appointment System 1.0. Affected is an unknown function of the file /admin/doctor_action.php. Performing a manipulation of the argument ID results in sql injection. Remote exploitation of the attack is possible. The exploit has been made public and could be used.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-4014,2026-03-12T08:16:12.030,2026-06-17T10:55:51.530,A security flaw has been discovered in itsourcecode Cafe Reservation System 1.0. This impacts an unknown function of the file /curvus2/signup.php of the component Registration. Performing a manipulation of the argument Username results in sql injection. Remote exploitation of the attack is possible. The exploit has been released to the public and may be used for attacks.,7.3,HIGH,CWE-74;CWE-89,cna@vuldb.com
CVE-2019-25488,2026-03-12T16:16:02.623,2026-06-17T02:32:29.907,"Jettweb Hazir Rent A Car Scripti V4 contains multiple SQL injection vulnerabilities in the admin panel that allow unauthenticated attackers to manipulate database queries through GET parameters. Attackers can inject SQL code into the 'tur', 'id', and 'ozellikdil' parameters of the admin/index.php endpoint to extract sensitive database information or cause denial of service.",8.2,HIGH,CWE-89,disclosure@vulncheck.com
CVE-2019-25510,2026-03-12T16:16:03.167,2026-06-17T02:32:33.313,Jettweb PHP Hazir Haber Sitesi Scripti V2 contains an authentication bypass vulnerability in the administration panel that allows unauthenticated attackers to gain administrative access by exploiting improper SQL query validation. Attackers can submit SQL injection payloads in the username and password fields of the admingiris.php login form to bypass authentication and access the administrative interface.,8.2,HIGH,CWE-89,disclosure@vulncheck.com
CVE-2019-25513,2026-03-12T16:16:03.710,2026-06-17T02:32:33.773,Jettweb PHP Hazir Haber Sitesi Scripti V3 contains an SQL injection vulnerability that allows unauthenticated attackers to manipulate database queries by injecting SQL code through the 'q' parameter. Attackers can send GET requests to datagetir.php with malicious 'q' values using time-based blind SQL injection techniques to extract sensitive database information or bypass authentication.,8.2,HIGH,CWE-89,disclosure@vulncheck.com
CVE-2019-25514,2026-03-12T16:16:03.897,2026-06-17T02:32:33.930,Jettweb PHP Hazir Haber Sitesi Scripti V3 contains an SQL injection vulnerability that allows attackers to inject malicious SQL commands through the kelime parameter in POST requests. Attackers can manipulate the kelime parameter with UNION-based SQL injection payloads to extract sensitive data from the database or bypass authentication controls.,8.2,HIGH,CWE-89,disclosure@vulncheck.com
CVE-2019-25515,2026-03-12T16:16:04.077,2026-06-17T02:32:34.083,Jettweb PHP Hazir Haber Sitesi Scripti V3 contains an authentication bypass vulnerability in the login.php administration panel that allows unauthenticated attackers to gain administrative access by submitting crafted SQL syntax. Attackers can bypass authentication by submitting equals signs and 'or' operators as username and password parameters to access the administration panel without valid credentials.,7.5,HIGH,CWE-89,disclosure@vulncheck.com
CVE-2019-25520,2026-03-12T16:16:04.977,2026-06-17T02:32:34.837,Jettweb PHP Hazir Haber Sitesi Scripti V1 contains an authentication bypass vulnerability in the administration panel that allows unauthenticated attackers to gain administrative access by exploiting improper SQL query validation. Attackers can submit SQL injection payloads in the username and password fields of the admingiris.php login form to bypass authentication and access the administrative interface.,8.2,HIGH,CWE-89,disclosure@vulncheck.com
CVE-2019-25521,2026-03-12T16:16:05.147,2026-06-17T02:32:35.007,XooGallery Latest contains an SQL injection vulnerability that allows unauthenticated attackers to manipulate database queries by injecting SQL code through the gal_id parameter. Attackers can send GET requests to gal.php with malicious gal_id values to extract sensitive database information or modify database contents.,8.2,HIGH,CWE-89,disclosure@vulncheck.com
CVE-2019-25522,2026-03-12T16:16:05.330,2026-06-17T02:32:35.180,"XooGallery Latest contains multiple SQL injection vulnerabilities that allow unauthenticated attackers to manipulate database queries by injecting SQL code through the photo_id parameter. Attackers can send GET requests to photo.php with malicious photo_id values to extract sensitive data, bypass authentication, or modify database contents.",8.2,HIGH,CWE-89,disclosure@vulncheck.com
CVE-2019-25523,2026-03-12T16:16:05.517,2026-06-17T02:32:35.330,"XooGallery Latest contains an SQL injection vulnerability that allows unauthenticated attackers to manipulate database queries by injecting SQL code through the cat_id parameter. Attackers can send GET requests to cat.php with malicious cat_id values to bypass authentication, extract sensitive data, or modify database contents.",8.2,HIGH,CWE-89,disclosure@vulncheck.com
CVE-2019-25524,2026-03-12T16:16:05.700,2026-06-17T02:32:35.480,"XooGallery Latest contains an SQL injection vulnerability that allows unauthenticated attackers to manipulate database queries by injecting SQL code through the 'p' parameter. Attackers can send GET requests to results.php with malicious 'p' values to bypass authentication, extract sensitive data, or modify database contents.",8.2,HIGH,CWE-89,disclosure@vulncheck.com
